"Restaurant.Name","Address","Inspection.Fail.Count","Inspection.Pass.Count","Violation.Level1.Count","Violation.Level2.Count","Violation.Level3.Count","Violation.Pass.Count","Violation.Fail.Count","Violation.2010.Count","Violation.2011.Count","Violation.2012.Count","Violation.2013.Count","Violation.2014.Count","Violation.2015.Count","Violation.2016.Count","Violation.2017.Count","Violation.2018.Count","Violation.2019.Count","Violation.2020.Count","Price","review_count_total","review_count_anuave","year_count","ave_rating","latest_review","earliest_review","inactive_years","Yelp","Food.Inspection","lon","lat","Land_Parcel_ID","GIS_ID","Blk_ID_10","BG_ID_10","CT_ID_10"
"Cappy's Pizza","672 Truman HwyHyde Park, MA 02136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",26,3.25,8,4.025,2019,2011,0,1,0,-71.1182533,42.2521563,1810619000,1810619000,250251402024004,250251402024,25025140202
"Shamrock Grill @ George Wright Golf Course","420   West ST Hyde Park MA 2136",3,1,9,0,2,4,7,0,1,10,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.13288,42.26841,1811338000,1811338000,250259807001008,250259807001,25025980700
"George Wright Golf Course","420   West ST Hyde Park MA 2136",0,1,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.13288,42.26841,1811338000,1811338000,250259807001008,250259807001,25025980700
"The Wright Grill @ Geo. Wright Golf Course","420   West ST Hyde Park MA 2136",7,5,33,0,4,17,20,0,0,0,7,0,8,8,8,0,6,0,"0",0,0,0,0,0,0,0,0,1,-71.13288,42.26841,1811338000,1811338000,250259807001008,250259807001,25025980700
"Wright Grill","420 West StHyde Park, MA 02136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.1299907,42.2666722,1811339000,1811339000,250251401051025,250251401051,25025140105
"Pizza Hut D'angelo's","Hyde Park, MA 02136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",2,1,2,1,2017,2016,2,1,0,-71.1299976,42.2527785,1811880000,1811880000,250251401072000,250251401072,25025140107
"Richy's","1461 River StHyde Park, MA 02136",4,1,5,4,0,3,6,0,0,0,1,0,1,0,1,0,0,6,"$",27,3.375,8,4.402083333,2019,2012,0,1,1,-71.1312278,42.2518531,1811906000,1811906000,250251401021003,250251401021,25025140102
"Tutto Italiano","1889 River StHyde Park, MA 02136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",76,5.428571429,14,4.773706452,2019,2006,0,1,0,-71.1424843,42.2434058,1812386000,1812386000,250251401024031,250251401024,25025140102
"Green Garden Liquor & Deli","35 W Milton StHyde Park, MA 02136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",14,1.4,10,4.066666667,2019,2006,0,1,0,-71.1414863,42.2399431,1812936000,1812936000,250251401023010,250251401023,25025140102
"City Feed & Supply","66 Boylston StJamaica Plain, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",187,12.46666667,15,3.669402894,2019,2005,0,1,0,-71.1062534,42.3172323,1900057000,1900057000,250251205001009,250251205001,25025120500
"El Oriental De Cuba","416 Centre StJamaica Plain, MA 02130",16,13,114,20,20,76,78,6,4,16,2,20,20,24,17,1,24,20,"$$",460,30.66666667,15,3.989630327,2019,2005,0,1,1,-71.1104804,42.3207581,1900182000,1900182000,250251206001002,250251206001,25025120600
"Sorella's","388   Centre ST Jamaica Plain MA 2130",19,7,155,10,26,88,103,6,11,3,36,20,38,26,17,34,0,0,"0",0,0,0,0,0,0,0,0,1,-71.10964,42.32173,1900192000,1900192000,250251206001002,250251206001,25025120600
"Pikalo J.P.","378   Centre ST Jamaica Plain MA 2130",14,5,108,20,22,69,81,0,0,0,0,0,26,33,22,7,20,42,"0",0,0,0,0,0,0,0,0,1,-71.10926,42.32199,1900195000,1900195000,250251206001002,250251206001,25025120600
"Pikalo","378 Centre StJamaica Plain, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",129,25.8,5,4.324456797,2019,2015,0,1,0,-71.1092813,42.3219921,1900195000,1900195000,250251206001002,250251206001,25025120600
"The Goods JP","378   Centre ST Jamaica Plain MA 2130",4,2,16,0,4,9,11,0,0,0,6,14,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.10926,42.32199,1900195000,1900195000,250251206001002,250251206001,25025120600
"LA PUPUSA GUANACA","378   Centre ST Jamaica Plain MA 2130",3,0,14,0,10,9,15,24,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.10926,42.32199,1900195000,1900195000,250251206001002,250251206001,25025120600
"SLICE O'PIE","378   Centre ST Jamaica Plain MA 2130",6,1,60,0,21,25,56,0,5,76,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.10926,42.32199,1900195000,1900195000,250251206001002,250251206001,25025120600
"Brendan Behan Pub","378   Centre ST Jamaica Plain MA 2130",11,8,53,6,13,34,38,0,0,24,14,8,11,2,2,1,0,10,"0",0,0,0,0,0,0,0,0,1,-71.10926,42.32199,1900195000,1900195000,250251206001002,250251206001,25025120600
"Ideal Cafe & Pizza","484 A Centre StJamaica Plain, MA 02130",17,9,144,16,20,84,96,10,28,1,22,24,14,18,1,12,14,36,"$",71,5.916666667,12,4.212037037,2019,2007,0,1,1,-71.1121025,42.3185631,1900764000,1900764000,250251206003001,250251206003,25025120600
"Tres Gatos","470 Centre StJamaica Plain, MA 02130",9,7,82,16,26,60,64,0,0,0,24,20,8,18,22,1,20,11,"$$$",485,53.88888889,9,4.174524234,2019,2011,0,1,1,-71.1116383,42.3190784,1900785000,1900785000,250251206003000,250251206003,25025120600
"Acapulco Mexican Restaurant","464 Centre StJamaica Plain, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",107,7.133333333,15,3.101640212,2019,2005,0,1,0,-71.1116179,42.3191973,1900786000,1900786000,250251206003000,250251206003,25025120600
"ZESTO'S PIZZA & GRILL","460   Centre ST Jamaica Plain MA 2130",3,2,27,4,2,15,18,33,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.11154,42.31935,1900786000,1900786000,250251206003000,250251206003,25025120600
"Zesto's Pizza & Grill","460 Centre StJamaica Plain, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",88,6.769230769,13,3.228388278,2019,2006,0,1,0,-71.1115644,42.3193571,1900786000,1900786000,250251206003000,250251206003,25025120600
"ZESTO'S PIZZA","460   Centre ST Jamaica Plain MA 2130",22,11,199,30,34,124,139,0,26,1,42,42,24,20,22,28,32,26,"0",0,0,0,0,0,0,0,0,1,-71.11154,42.31935,1900786000,1900786000,250251206003000,250251206003,25025120600
"Green Elm","536 Centre StJamaica Plain, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.1132631,42.3169031,1900916000,1900916000,250251204004005,250251204004,25025120400
"Robinwood Cafe & Grille","536   Centre ST Jamaica Plain MA 2130",15,6,187,14,60,125,136,0,12,30,47,22,52,52,20,26,0,0,"0",0,0,0,0,0,0,0,0,1,-71.11327,42.31686,1900916000,1900916000,250251204004005,250251204004,25025120400
"JPizle Kitchen","536 Centre StBoston, MA 02130",6,2,56,16,12,39,45,0,0,0,0,0,0,0,0,0,48,36,"no value",30,15,2,3.568322981,2019,2018,0,1,1,-71.1132631,42.3169031,1900916000,1900916000,250251204004005,250251204004,25025120400
"Cafe Beirut","654 Centre StJamaica Plain, MA 02130",20,13,222,22,54,144,154,0,0,55,32,20,12,14,24,36,44,61,"$$",227,28.375,8,3.583041143,2019,2012,0,1,1,-71.113973,42.3130293,1901098000,1901098000,250251204003000,250251204003,25025120400
"Sami's Wrap'N'Roll","650   Centre ST Jamaica Plain MA 2130",8,1,37,4,20,25,36,33,28,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.1139,42.31308,1901098000,1901098000,250251204003000,250251204003,25025120400
"Monumental Cupcakes @ JP Art Market","34   South ST Jamaica Plain MA 2130",5,1,6,0,3,2,7,0,5,2,1,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.11536,42.3084,1901253000,1901253000,250251204003006,250251204003,25025120400
"JP Seafood Cafe","730 Centre StJamaica Plain, MA 02130",19,10,145,6,24,78,97,12,23,18,22,14,28,6,10,22,20,0,"$$",329,21.93333333,15,3.825515282,2019,2005,0,1,1,-71.1144621,42.3108672,1901316000,1901316000,250251204003004,250251204003,25025120400
"The Real Deal","736 Centre StJamaica Plain, MA 02130",49,19,670,89,126,395,490,35,63,83,157,56,33,51,91,198,102,16,"$",306,25.5,12,3.299437856,2019,2008,0,1,1,-71.1144845,42.310798,1901316000,1901316000,250251204003004,250251204003,25025120400
"The Real Deal","728   Centre ST Jamaica Plain MA 2130",29,11,452,21,39,241,271,34,31,0,124,40,34,69,36,84,43,17,"0",0,0,0,0,0,0,0,0,1,-71.11438,42.310892,1901316000,1901316000,250251204003004,250251204003,25025120400
"Galway House","710 Centre StJamaica Plain, MA 02130",21,12,258,26,37,156,165,28,12,3,25,46,62,41,50,24,30,0,"$$",226,17.38461538,13,3.883100362,2019,2007,0,1,1,-71.1142732,42.3113378,1901392000,1901392000,250251204003003,250251204003,25025120400
"DUNKIN DONUTS (BAY ROAD)","684   Centre ST Jamaica Plain MA 2130",13,3,41,6,10,20,37,0,4,28,1,2,2,6,1,1,0,12,"0",0,0,0,0,0,0,0,0,1,-71.114001,42.311843,1901393000,1901393000,NA,NA,NA
"Jamaicaway Coffee Shop","674   Centre ST Jamaica Plain MA 2130",2,0,12,0,0,4,8,12,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.11395,42.31214,1901394000,1901394000,250251204003003,250251204003,25025120400
"Purple Cactus Burrito & Wrap Bar","674 Centre StJamaica Plain, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",324,21.6,15,3.372247428,2019,2005,0,1,0,-71.1140471,42.3121933,1901394000,1901394000,250251204003003,250251204003,25025120400
"PURPLE CACTUS","674   Centre ST Jamaica Plain MA 2130",11,8,55,4,8,31,36,2,10,1,0,11,6,20,0,10,1,6,"0",0,0,0,0,0,0,0,0,1,-71.11395,42.31214,1901394000,1901394000,250251204003003,250251204003,25025120400
"City Feed and Supply","672 Centre StJamaica Plain, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",323,26.91666667,12,3.105572878,2019,2008,0,1,0,-71.1140041,42.3123521,1901409000,1901409000,250251204003002,250251204003,25025120400
"Same Old Place","662 Centre StJamaica Plain, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",210,14,15,3.534535854,2019,2005,0,1,0,-71.113945,42.31261,1901410000,1901410000,250251204003002,250251204003,25025120400
"CHARLIE CHAN'S RESTAURANT","658   Centre ST Jamaica Plain MA 2130",6,3,37,4,7,21,27,7,15,26,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.113869,42.312748,1901411000,1901411000,250251204003002,250251204003,25025120400
"100% Delicias Express","660A Centre StJamaica Plain, MA 02130",2,2,18,2,6,13,13,0,0,0,0,0,0,0,0,0,8,18,"no value",24,12,2,4,2019,2018,0,1,1,-71.113831,42.312761,1901411000,1901411000,250251204003002,250251204003,25025120400
"Chilacates","658   Centre ST Jamaica Plain MA 2130",6,4,50,10,8,31,37,0,0,0,0,0,0,0,10,20,8,30,"0",0,0,0,0,0,0,0,0,1,-71.113869,42.312748,1901411000,1901411000,250251204003002,250251204003,25025120400
"Chilacates Mexican Street Food","658 Centre StBoston, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",113,37.66666667,3,4.381439532,2019,2017,0,1,0,-71.1139977,42.312789,1901411000,1901411000,250251204003002,250251204003,25025120400
"Fiore's Bakery","55 South StJamaica Plain, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",337,24.07142857,14,4.075627383,2019,2006,0,1,0,-71.1157234,42.3079588,1901490000,1901490000,250251201043008,250251201043,25025120104
"Harvest Cooperative Supermarket","57   South ST Jamaica Plain MA 2130",2,0,13,3,10,10,16,0,26,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.11579,42.30783,1901491000,1901491000,250251201043008,250251201043,25025120104
"Juicy Greens","61   South ST Jamaica Plain MA 2130",3,3,24,4,2,15,15,0,0,0,0,0,0,0,0,0,22,8,"0",0,0,0,0,0,0,0,0,1,-71.11576,42.30769,1901492000,1901492000,250251201043008,250251201043,25025120104
"Dunkin Donuts(757 Centre St.)","757   Centre ST Jamaica Plain MA 2130",23,16,159,16,22,93,104,10,7,15,8,0,32,28,19,30,48,0,"0",0,0,0,0,0,0,0,0,1,-71.11519,42.31045,1901820000,1901820000,250251201031013,250251201031,25025120103
"Vee Vee","763 Centre StJamaica Plain, MA 02130",12,6,109,12,2,58,65,1,28,8,18,12,18,14,12,2,10,0,"$$",272,22.66666667,12,4.13628027,2019,2008,0,1,1,-71.1152592,42.3103322,1901821000,1901821000,250251201031013,250251201031,25025120103
"Espresso Yourself","767   Centre ST Jamaica Plain MA 2130",5,2,27,8,0,16,19,0,0,0,0,0,0,0,1,2,14,18,"0",0,0,0,0,0,0,0,0,1,-71.115521,42.310259,1901822000,1901822000,250251201031013,250251201031,25025120103
"GREAT WALL RESTAURANT","779   Centre ST Jamaica Plain MA 2130",2,2,22,2,4,14,14,28,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.115568,42.309982,1901823000,1901823000,250251201031013,250251201031,25025120103
"Super Fusion Express","779   Centre ST Jamaica Plain MA 2130",15,8,137,0,25,77,85,0,24,42,30,16,34,16,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.115568,42.309982,1901823000,1901823000,250251201031013,250251201031,25025120103
"Jamaica Plain House of Pizza","775 Centre StJamaica Plain, MA 02130",13,8,103,8,12,57,66,0,0,36,8,10,9,22,10,2,12,14,"$",88,6.285714286,14,4.036544012,2019,2006,0,1,1,-71.1155049,42.3100826,1901823000,1901823000,250251201031013,250251201031,25025120103
"J.P. HOUSE OF PIZZA","775   Centre ST Jamaica Plain MA 2130",4,2,44,1,6,31,20,6,10,35,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.11548,42.31006,1901823000,1901823000,250251201031013,250251201031,25025120103
"Soup Shack - Jamaica Plain","779 Centre StJamaica Plain, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",173,86.5,2,4.345295699,2019,2018,0,1,0,-71.115621,42.3100026,1901823000,1901823000,250251201031013,250251201031,25025120103
"BUKHARA INDIAN BISTRO","701   Centre ST Jamaica Plain MA 2130",31,14,311,28,77,195,221,22,30,18,16,52,42,46,40,112,38,0,"0",0,0,0,0,0,0,0,0,1,-71.11461,42.31159,1901876000,1901876000,250251201031008,250251201031,25025120103
"Carrot Flower","703 Centre StBoston, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",33,16.5,2,4.622222222,2019,2018,0,1,0,-71.1146587,42.3115652,1901876000,1901876000,250251201031008,250251201031,25025120103
"Casa Verde","711 Centre StJamaica Plain, MA 02130",4,4,70,4,0,37,37,0,0,0,0,0,0,12,18,34,10,0,"$$",185,46.25,4,3.0609447,2019,2016,0,1,1,-71.1146045,42.3113663,1901877000,1901877000,250251201031008,250251201031,25025120103
"BAN CHIANG HOUSE","707   Centre ST Jamaica Plain MA 2130",5,3,34,0,10,20,24,20,3,3,18,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.114661,42.311433,1901877000,1901877000,250251201031008,250251201031,25025120103
"Noodle Barn","707 Centre StJamaica Plain, MA 02130",11,9,146,18,32,98,98,0,0,0,0,0,62,30,22,22,36,24,"$$",177,29.5,6,3.512475507,2019,2014,0,1,1,-71.1145908,42.3114196,1901877000,1901877000,250251201031008,250251201031,25025120103
"Ghazal Fine Indian Cuisine","707   Centre ST Jamaica Plain MA 2130",23,7,291,21,87,167,232,36,14,91,126,92,40,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.11466,42.31144,1901877000,1901877000,250251201031008,250251201031,25025120103
"711 Grille","711 Centre StJamaica Plain, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.1146045,42.3113663,1901877000,1901877000,250251201031008,250251201031,25025120103
"Costello's Bistro","723 Centre StJamaica Plain, MA 02130",23,9,209,24,43,127,149,15,16,14,64,30,24,3,20,54,36,0,"no value",0,0,1,0,0,0,0,1,1,-71.1147485,42.3112856,1901879000,1901879000,250251201031008,250251201031,25025120103
"JP Licks","659 Center StJamaica Plain, MA 02130",28,10,249,20,31,131,169,10,7,39,18,13,15,50,20,56,54,18,"$",340,22.66666667,15,3.961457366,2019,2005,0,1,1,-71.114463,42.3129047,1901891000,1901891000,250251201031007,250251201031,25025120103
"Little Dipper","669 Centre StBoston, MA 02130",7,4,18,6,4,11,17,0,0,0,0,0,10,3,4,3,8,0,"$$",65,32.5,2,4.456417625,2019,2018,0,1,1,-71.1143424,42.3125076,1901892000,1901892000,250251201031007,250251201031,25025120103
"CENTRE STREET CAFE","663  Centre ST Jamaica Plain MA 2130",8,3,32,4,10,19,27,15,10,0,4,17,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.11435,42.31265,1901892000,1901892000,250251201031007,250251201031,25025120103
"Sweet Rice JP","697 Centre StBoston, MA 02130",4,1,19,17,6,19,23,0,0,0,0,0,0,0,0,0,6,36,"no value",52,52,1,4.173076923,2019,2019,0,1,1,-71.1144993,42.3117707,1901896000,1901896000,250251201031007,250251201031,25025120103
"WONDER SPICE CAFE","695   Centre ST Jamaica Plain MA 2130",18,13,212,22,66,142,158,28,36,46,24,48,58,32,4,24,0,0,"0",0,0,0,0,0,0,0,0,1,-71.11453,42.31179,1901896000,1901896000,250251201031007,250251201031,25025120103
"Fomu","615   Centre ST Jamaica Plain MA 2130",11,8,51,10,4,30,35,0,0,0,18,4,2,2,2,10,16,11,"0",0,0,0,0,0,0,0,0,1,-71.11429,42.31435,1901957000,1901957000,250251204004008,250251204004,25025120400
"The Joint","605 Centre StBoston, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",14,14,1,3.428571429,2019,2019,0,1,0,-71.1142426,42.3147363,1902004000,1902004000,250251204005011,250251204005,25025120400
"Bon Savor","605 Centre StJamaica Plain, MA 02130",4,0,46,4,6,24,32,24,32,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,1,-71.1142426,42.3147363,1902004000,1902004000,250251204005011,250251204005,25025120400
"Grass Fed","605   Centre ST Jamaica Plain MA 2130",12,9,140,4,28,84,88,0,0,31,39,22,42,26,12,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.114279,42.31478,1902004000,1902004000,250251204005011,250251204005,25025120400
"7 Pond Coffee Bar","597   Centre ST Jamaica Plain MA 2130",5,2,26,8,4,15,23,0,0,0,0,0,0,2,0,10,6,20,"0",0,0,0,0,0,0,0,0,1,-71.11427,42.3149,1902004000,1902004000,250251204005011,250251204005,25025120400
"Ten Tables","597 Centre StJamaica Plain, MA 02130",14,3,122,22,22,74,92,0,23,10,35,14,18,2,28,2,34,0,"$$$",648,43.2,15,4.050163208,2019,2005,0,1,1,-71.1142198,42.3149051,1902004000,1902004000,250251204005011,250251204005,25025120400
"Canary Square","435 S Huntington AveJamaica Plain, MA 02130",14,7,128,22,14,77,87,0,11,30,36,14,36,16,10,2,9,0,"$$",577,57.7,10,3.190565237,2019,2010,0,1,1,-71.1119401,42.3197799,1902075000,1902075000,250251204005007,250251204005,25025120400
"The Haven","2 Perkins StJamaica Plain, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",511,51.1,10,4.281476855,2019,2010,0,1,0,-71.1104062,42.3217765,1902166000,1902166000,250251204005000,250251204005,25025120400
"JUNEBUG CAFE","403   Centre ST Jamaica Plain MA 2130",1,1,2,0,4,3,3,6,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.110291,42.321682,1902166000,1902166000,250251204005000,250251204005,25025120400
"Caffe Aromi","403   Centre ST Jamaica Plain MA 2130",7,1,13,0,7,7,13,0,0,1,15,1,3,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.110291,42.321682,1902166000,1902166000,250251204005000,250251204005,25025120400
"Taqueria","415 Centre StBoston, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.1105127,42.3212018,1902167000,1902167000,250251204005000,250251204005,25025120400
"Showa Womens Institution","414   Pond ST Jamaica Plain MA 2130",15,9,85,11,10,48,58,9,8,10,11,0,0,24,10,28,4,2,"0",0,0,0,0,0,0,0,0,1,-71.1313,42.30759,1902456000,1902456000,250251201051002,250251201051,25025120105
"CORP. CHEFS/U. MASS. MED. SCHOOL","305   South ST Jamaica Plain MA 2130",18,5,136,2,13,63,88,5,21,46,27,30,22,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.117661,42.300851,1902796000,1902796000,250251101033003,250251101033,25025110103
"Arboretum Grill","4025 Washington StRoslindale, MA 02131",27,8,173,22,41,89,147,1,24,51,60,22,33,16,3,20,6,0,"$",62,5.166666667,12,2.923717949,2019,2008,0,1,1,-71.1225008,42.2919422,1902947000,1902947000,250251101032002,250251101032,25025110103
"Delicious Yogurt","4198   Washington ST Roslindale MA 2131",4,0,19,0,0,7,12,0,0,0,0,2,0,0,1,16,0,0,"0",0,0,0,0,0,0,0,0,1,-71.12736,42.28683,1903096000,1903096000,250251104012009,250251104012,25025110401
"Dragon Chef East","4198 Washington StRoslindale, MA 02131",23,11,179,13,105,133,164,14,30,45,54,36,52,12,20,16,18,0,"$",17,2.833333333,6,1.866666667,2019,2011,0,1,1,-71.1273403,42.2868612,1903096000,1903096000,250251104012009,250251104012,25025110401
"Sugar Baking Co. & Restaurant","4174  Washington ST Roslindale MA 2131",12,1,100,14,44,54,104,0,19,40,95,4,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.126513,42.287583,1903123000,1903123000,250251104012007,250251104012,25025110401
"Bel Lounge","4174  Washington ST Roslindale MA 2131",7,2,97,2,26,53,72,0,38,23,64,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.126513,42.287583,1903123000,1903123000,250251104012007,250251104012,25025110401
"Roslindale House of Pizza","4168 Washington StRoslindale, MA 02131",23,10,176,4,28,94,114,16,20,24,24,8,32,11,17,14,32,10,"$",45,3.75,12,3.679166667,2019,2007,0,1,1,-71.1264001,42.2878476,1903124000,1903124000,250251104012007,250251104012,25025110401
"Guira y Tambora Restaurant","4014 Washington StRoslindale, MA 02131",18,9,147,8,28,84,99,3,6,18,3,32,58,30,9,12,0,12,"$$",30,3.333333333,9,2.978174603,2019,2010,0,1,1,-71.1221295,42.2918046,1903409000,1903409000,250251101037004,250251101037,25025110103
"BBQ Town","4000   Washington ST Roslindale MA 2131",8,2,58,6,10,28,46,50,24,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.12155,42.29232,1903413000,1903413000,250251101037004,250251101037,25025110103
"Domino's Pizza","4000   Washington ST Roslindale MA 2131",11,5,49,0,6,21,34,0,0,0,0,8,24,13,10,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.12155,42.29232,1903413000,1903413000,250251101037004,250251101037,25025110103
"Domino's Pizza","4000 Washington StRoslindale, MA 02131",4,0,25,0,4,11,18,0,0,0,0,0,0,0,1,24,0,4,"$",34,5.666666667,6,1.371428571,2019,2014,0,1,1,-71.121526,42.2923338,1903413000,1903413000,250251101037004,250251101037,25025110103
"Tostado Sandwich Bar","3880 Washington StRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",29,2.9,10,3.638888889,2019,2008,0,1,0,-71.1179052,42.2956946,1903499000,1903499000,250251101033017,250251101033,25025110103
"Triple Eatery","77 Cummins HwyRoslindale, MA 02131",30,21,358,26,76,224,236,27,26,70,32,58,87,28,16,42,50,24,"$",48,4,12,3.147619048,2019,2008,0,1,1,-71.125611,42.2845162,1904179000,1904179000,250251105022012,250251105022,25025110502
"Subway Restaurants","4238-4244 Washington StreetRoslindale, MA 02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",3,1,3,3.333333333,2018,2013,1,1,0,-71.1283129,42.2857921,1904222000,1904222000,250251105022000,250251105022,25025110502
"Subway","4238   Washington ST Roslindale MA 2131",9,2,51,2,6,26,33,0,26,5,6,0,1,0,1,14,0,6,"0",0,0,0,0,0,0,0,0,1,-71.128341,42.28585,1904222000,1904222000,250251105022000,250251105022,25025110502
"Achilito's Taqueria","38 Hyde Park AveBoston, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",46,23,2,4.153846154,2019,2018,0,1,0,-71.1141032,42.2987968,1904633030,1904633030,250251101035007,250251101035,25025110103
"Round Two","10   Walk Hill ST Jamaica Plain MA 2130",4,4,56,8,12,38,38,0,0,0,0,0,0,0,0,42,34,0,"0",0,0,0,0,0,0,0,0,1,-71.115739,42.29585,1904662000,1904662000,250251101035007,250251101035,25025110103
"Round Two Pizza & Subs","10 Walk Hill StJamaica Plain, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",57,8.142857143,7,3.942135642,2019,2013,0,1,0,-71.1158162,42.2958592,1904662000,1904662000,250251101035007,250251101035,25025110103
"Big Bites","10   Walk Hill ST Jamaica Plain MA 2130",8,3,51,0,6,25,32,0,0,14,8,4,1,30,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.115739,42.29585,1904662000,1904662000,250251101035007,250251101035,25025110103
"MY BIG FAT GREEK PIZZA","10   Walk Hill ST Jamaica Plain MA 2130",5,1,48,0,4,23,29,9,1,42,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.115739,42.29585,1904662000,1904662000,250251101035007,250251101035,25025110103
"Dunkin' Donuts","7   Walk Hill ST Jamaica Plain MA 2130",16,8,96,4,14,52,62,0,0,14,1,1,36,14,12,24,12,0,"0",0,0,0,0,0,0,0,0,1,-71.1161,42.29556,1904777000,1904777000,250251101035014,250251101035,25025110103
"Mangú","264 Hyde Park AveBoston, MA 02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",8,4,2,4.875,2019,2018,0,1,0,-71.1175338,42.2925091,1904839000,1904839000,250251101034002,250251101034,25025110103
"Mangu Dominican Bistro","264   Hyde Park AVE Jamaica Plain MA 2130",4,3,8,10,6,11,13,0,0,0,0,0,0,0,0,2,20,2,"0",0,0,0,0,0,0,0,0,1,-71.117519,42.292509,1904839000,1904839000,250251101034002,250251101034,25025110103
"El Sazon De Las Munecas","264 Hyde Park AveJamaica Plain, MA 02130",1,1,8,0,0,4,4,0,0,0,0,0,0,8,0,0,0,0,"$$",6,1.5,4,2.5,2017,2013,2,1,1,-71.1175338,42.2925091,1904839000,1904839000,250251101034002,250251101034,25025110103
